a_bits,block_size,compute_interpretation,ip_bias,ip_relative_mse,ip_variance,k_bits,k_proj_relative_mse,key_relative_mse,kv_bits,kv_block_size,kv_method,kv_rotation_backend,layer,layer_index,layer_output_cosine,layer_output_relative_mse,linear_bits,linear_method,linear_rotation_backend,method,method_key,mxfp4_group_size,o_proj_domain_block_size,output_cosine,output_relative_mse,pre_o_output_cosine,pre_o_output_relative_mse,projection_cosine,projection_relative_mse,q_proj_relative_mse,score_mse,score_relative_mse,softmax_kl,topk_overlap,v_bits,v_proj_relative_mse,value_path,value_relative_mse,w_bits
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.169034481048584,0.01238262839615345,9.200217247009277,4,0.006944808177649975,0.015359420329332352,K4V4,64,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.9420341849327087,0.13021788001060486,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.953538179397583,0.10579331964254379,0.9535344839096069,0.10579320788383484,0.9892072677612305,0.021885891755421955,0.008207150734961033,0.16510717570781708,0.01238262839615345,0.024344898760318756,0.857373058795929,4,0.05050571635365486,o_proj_absorb,0.059605564922094345,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.1651889085769653,0.007917833514511585,5.399109840393066,4,0.003358747810125351,0.011833308264613152,K4V4,64,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.9437540769577026,0.11136674880981445,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9506770968437195,0.10086584091186523,0.9506728649139404,0.10086654871702194,0.9921286304791769,0.015902557255079348,0.004457815084606409,0.1055746078491211,0.007917833514511585,0.012211896479129791,0.8829345703125,4,0.03989110887050629,o_proj_absorb,0.04886215180158615,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.6791036128997803,0.006182369776070118,4.814615249633789,4,0.0022995718754827976,0.010821351781487465,K4V4,64,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.9593924283981323,0.08526291698217392,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9625450372695923,0.08267398178577423,0.9625412225723267,0.08267389982938766,0.9946630994478861,0.010747265148287019,0.0029409320559352636,0.08243432641029358,0.006182369776070118,0.012864584103226662,0.888964831829071,4,0.027001291513442993,o_proj_absorb,0.03621469438076019,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,1.9727227687835693,0.022220203652977943,15.070233345031738,3,0.006089857313781977,0.03591856732964516,K3V4,64,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.8828235864639282,0.2827550768852234,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.8965966701507568,0.28041020035743713,0.8965927362442017,0.2804112136363983,0.9873860875765482,0.02564816176891327,0.007571795489639044,0.2962791919708252,0.022220203652977943,0.05178041011095047,0.811230480670929,4,0.06328283250331879,o_proj_absorb,0.07173848152160645,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.8.self_attn,8,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.7001795768737793,0.006230050232261419,22.158079147338867,4,0.008452779613435268,0.017125971615314484,K4V4,64,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.9221961498260498,0.1569090634584427,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9297793507575989,0.1513679176568985,0.9297766089439392,0.15136966109275818,0.9862829645474752,0.027629311196506023,0.009950490668416023,0.3913857638835907,0.006230050232261419,0.018940243870019913,0.890942394733429,4,0.06448466330766678,o_proj_absorb,0.07249027490615845,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,2.3006751537323,0.0042284103110432625,11.70773983001709,4,0.00413147546350956,0.012776799499988556,K4V4,64,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.9389171600341797,0.1262073665857315,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9471715092658997,0.11462702602148056,0.947169840335846,0.11462636291980743,0.9899954199790955,0.020191027782857418,0.006469140760600567,0.26563823223114014,0.0042284103110432625,0.012723814696073532,0.909716784954071,4,0.04997246712446213,o_proj_absorb,0.058471404016017914,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.5361894369125366,0.003131389617919922,10.23026180267334,4,0.0027142802719026804,0.011407410725951195,K4V4,64,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.9547669291496277,0.09227662533521652,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9606084823608398,0.08613871037960052,0.9606066346168518,0.08613808453083038,0.9929603536923727,0.014222275698557496,0.004311219323426485,0.1967209279537201,0.003131389617919922,0.01118207722902298,0.9079345464706421,4,0.03564132750034332,o_proj_absorb,0.044292137026786804,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,4.53684139251709,0.013870333321392536,35.18446350097656,3,0.007481059059500694,0.03843430429697037,K3V4,64,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.8632041811943054,0.30959752202033997,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.8880618810653687,0.30674630403518677,0.8880605101585388,0.3067464530467987,0.983845849831899,0.03280050835261742,0.010683867149055004,0.871365487575531,0.013870333321392536,0.04259401559829712,0.8480224609375,4,0.08023659884929657,o_proj_absorb,0.08891741931438446,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.9.self_attn,9,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.8547782897949219,0.008078989572823048,10.768921852111816,4,0.005446631461381912,0.013889631256461143,K4V4,64,hadamard_lm,hadamard,model.layers.9.self_attn,9,0.9421844482421875,0.12120389193296432,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9593534469604492,0.09044444561004639,0.9593514800071716,0.09044500440359116,0.9897609353065491,0.020599661394953728,0.008053330704569817,0.2220175862312317,0.008078989572823048,0.021353015676140785,0.905444324016571,4,0.048299022018909454,o_proj_absorb,0.05732813850045204,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.4284745454788208,0.005332002881914377,7.337254047393799,4,0.002994542708620429,0.011471531353890896,K4V4,64,hadamard_lm,hadamard,model.layers.9.self_attn,9,0.9456016421318054,0.10864417999982834,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9602953195571899,0.08110915124416351,0.9602936506271362,0.0811089351773262,0.9924928347269694,0.015170267705495158,0.004857557825744152,0.14652803540229797,0.005332002881914377,0.013279655948281288,0.917724609375,4,0.037658702582120895,o_proj_absorb,0.04653514549136162,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.9033546447753906,0.004119995050132275,6.430095672607422,4,0.0020332823041826487,0.010531682521104813,K4V4,64,hadamard_lm,hadamard,model.layers.9.self_attn,9,0.9612306356430054,0.07794801890850067,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9718412756919861,0.058519165962934494,0.9718396067619324,0.05851897597312927,0.9949941635131836,0.010081408312544227,0.0031565139070153236,0.11322101205587387,0.004119995050132275,0.011883532628417015,0.9176025390625,4,0.025054428726434708,o_proj_absorb,0.03370686247944832,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.6886792182922363,0.016776474192738533,22.27705192565918,3,0.0054897116497159,0.0351635217666626,K3V4,64,hadamard_lm,hadamard,model.layers.9.self_attn,9,0.8956570029258728,0.2116481512784958,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.9204872250556946,0.17018887400627136,0.9204854965209961,0.17018945515155792,0.988409698009491,0.02353254333138466,0.008146855048835278,0.461031973361969,0.016776474192738533,0.04295618087053299,0.8566650152206421,4,0.0569610632956028,o_proj_absorb,0.0653219223022461,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.10.self_attn,10,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.4273313283920288,0.009029285982251167,11.942574501037598,4,0.005944902542978525,0.014354272745549679,K4V4,64,hadamard_lm,hadamard,model.layers.10.self_attn,10,0.9449458718299866,0.11014344543218613,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9540554881095886,0.09564300626516342,0.9540519118309021,0.09564258903265,0.9903172453244528,0.01950364156315724,0.007055145222693682,0.2184351533651352,0.009029285982251167,0.023201068863272667,0.901416003704071,4,0.045510876923799515,o_proj_absorb,0.054246410727500916,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.6874130964279175,0.007123168092221022,8.18128490447998,4,0.0034714764915406704,0.011973511427640915,K4V4,64,hadamard_lm,hadamard,model.layers.10.self_attn,10,0.9485498070716858,0.1042674258351326,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9528534412384033,0.10090392827987671,0.9528494477272034,0.10090435296297073,0.9927363793055216,0.014647336366275946,0.004374492447823286,0.17232263088226318,0.007123168092221022,0.016829190775752068,0.914111316204071,4,0.03609604015946388,o_proj_absorb,0.0451686829328537,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.8661074638366699,0.005568730644881725,7.871804237365723,4,0.0022103730589151382,0.010736232623457909,K4V4,64,hadamard_lm,hadamard,model.layers.10.self_attn,10,0.9615110158920288,0.07576709985733032,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9645248651504517,0.07083232700824738,0.9645212292671204,0.07083193212747574,0.9952122767766317,0.009602329693734646,0.0028599901124835014,0.1347179114818573,0.005568730644881725,0.014651414006948471,0.914721667766571,4,0.023736625909805298,o_proj_absorb,0.032750122249126434,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.271615743637085,0.01897369511425495,24.216325759887695,3,0.005655798129737377,0.03584553673863411,K3V4,64,hadamard_lm,hadamard,model.layers.10.self_attn,10,0.8802565932273865,0.23804698884487152,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.8960927128791809,0.23009170591831207,0.8960890769958496,0.23009122908115387,0.9885580738385519,0.023063297383487225,0.0070753153413534164,0.4590088129043579,0.01897369511425495,0.052615173161029816,0.8555663824081421,4,0.05645877867937088,o_proj_absorb,0.06526504456996918,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.11.self_attn,11,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.5782928466796875,0.010673793964087963,15.161623001098633,4,0.007723767776042223,0.01645559072494507,K4V4,64,hadamard_lm,hadamard,model.layers.11.self_attn,11,0.9294813871383667,0.14565332233905792,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.948691189289093,0.10870492458343506,0.9486870765686035,0.10870496183633804,0.9900741577148438,0.01996689864123861,0.009514650329947472,0.27582237124443054,0.010673793964087963,0.028001755475997925,0.890087902545929,4,0.042662277817726135,o_proj_absorb,0.05139628425240517,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.342102289199829,0.007203581277281046,10.112253189086914,4,0.004464456345885992,0.012973204255104065,K4V4,64,hadamard_lm,hadamard,model.layers.11.self_attn,11,0.9388652443885803,0.12472234666347504,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9565688371658325,0.0919327661395073,0.9565642476081848,0.09193342924118042,0.9928488930066427,0.014422294373313585,0.006077286321669817,0.18614831566810608,0.007203581277281046,0.019549310207366943,0.9023681879043579,4,0.03272514045238495,o_proj_absorb,0.04211464151740074,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.7812822461128235,0.004882842302322388,7.464984893798828,4,0.0027949886862188578,0.011501352302730083,K4V4,64,hadamard_lm,hadamard,model.layers.11.self_attn,11,0.9551008343696594,0.0939289927482605,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9664199352264404,0.07178722321987152,0.9664156436920166,0.07178714871406555,0.995102604230245,0.009836438034350673,0.004038138780742884,0.12617792189121246,0.004882842302322388,0.015325918793678284,0.909960925579071,4,0.02267618663609028,o_proj_absorb,0.031635135412216187,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.3039660453796387,0.017916647717356682,24.32281494140625,3,0.006630011834204197,0.03772030770778656,K3V4,64,hadamard_lm,hadamard,model.layers.11.self_attn,11,0.8826907873153687,0.24566319584846497,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.9053360819816589,0.21284925937652588,0.9053323864936829,0.21284888684749603,0.9885099331537882,0.02320519865800937,0.01026073843240738,0.4629855155944824,0.017916647717356682,0.048775799572467804,0.8455566167831421,4,0.052724845707416534,o_proj_absorb,0.061129625886678696,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.12.self_attn,12,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,0.8422877192497253,0.011404342949390411,11.347384452819824,4,0.00676387082785368,0.015241645276546478,K4V4,64,hadamard_lm,hadamard,model.layers.12.self_attn,12,0.9392515420913696,0.12279841303825378,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9570186734199524,0.08896572887897491,0.9570136070251465,0.08896579593420029,0.9876015981038412,0.025050893425941467,0.00934941042214632,0.18838801980018616,0.011404342949390411,0.027118107303977013,0.889404296875,4,0.0590393990278244,o_proj_absorb,0.06844440847635269,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.252371072769165,0.00785544328391552,6.736453533172607,4,0.003326397156342864,0.011713515035808086,K4V4,64,hadamard_lm,hadamard,model.layers.12.self_attn,12,0.942018449306488,0.11645295470952988,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9565040469169617,0.09086260944604874,0.956498920917511,0.09086290746927261,0.9911016821861267,0.01795859766813616,0.005616892594844103,0.12976385653018951,0.00785544328391552,0.021135864779353142,0.9016357660293579,4,0.04493250325322151,o_proj_absorb,0.05385449528694153,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.9400595426559448,0.006634026300162077,6.1298747062683105,4,0.0021914297249168158,0.010645963251590729,K4V4,64,hadamard_lm,hadamard,model.layers.12.self_attn,12,0.9568347334861755,0.08854565024375916,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.96665358543396,0.06945456564426422,0.9666481018066406,0.06945527344942093,0.993647038936615,0.01278003677725792,0.0036963021848350763,0.10958729684352875,0.006634026300162077,0.018105484545230865,0.908398449420929,4,0.032452378422021866,o_proj_absorb,0.041403356939554214,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.1068456172943115,0.02149711176753044,18.28825569152832,3,0.005818456411361694,0.03554164245724678,K3V4,64,hadamard_lm,hadamard,model.layers.12.self_attn,12,0.8886966705322266,0.2288881540298462,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.9093251824378967,0.19514383375644684,0.9093201160430908,0.19514437019824982,0.985731820265452,0.028924452761809032,0.009207397699356079,0.35511019825935364,0.02149711176753044,0.056135356426239014,0.8503173589706421,4,0.07174750417470932,o_proj_absorb,0.07996025681495667,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.13.self_attn,13,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,0.5714073181152344,0.011908364482223988,13.790031433105469,4,0.006640899460762739,0.01542149018496275,K4V4,64,hadamard_lm,hadamard,model.layers.13.self_attn,13,0.9442889094352722,0.11007178574800491,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.96307373046875,0.07394800335168839,0.963069498538971,0.07394801825284958,0.9904345472653707,0.01927308350180586,0.008909180760383606,0.220570906996727,0.011908364482223988,0.03642676770687103,0.8871825933456421,4,0.04226917028427124,o_proj_absorb,0.05128163844347,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.2792003154754639,0.009167581796646118,9.23117733001709,4,0.003777900477871299,0.012413233518600464,K4V4,64,hadamard_lm,hadamard,model.layers.13.self_attn,13,0.9466195106506348,0.1058354377746582,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.963339626789093,0.07405095547437668,0.9633352160453796,0.07405079156160355,0.9930377205212911,0.014031481851513187,0.005549420602619648,0.16980516910552979,0.009167581796646118,0.02626783214509487,0.901684582233429,4,0.032767124474048615,o_proj_absorb,0.041714947670698166,4
4,64,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.6485456824302673,0.006569289602339268,7.366824150085449,4,0.002457078080624342,0.011080469936132431,K4V4,64,hadamard_lm,hadamard,model.layers.13.self_attn,13,0.9623541235923767,0.0746927559375763,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9744555950164795,0.05086265504360199,0.9744513034820557,0.05086240544915199,0.9952352245648702,0.009584240537757674,0.003629854181781411,0.1216786801815033,0.006569289602339268,0.0199277363717556,0.9111572504043579,4,0.02266578935086727,o_proj_absorb,0.03155456483364105,4
4,64,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.283998489379883,0.026087142527103424,25.707841873168945,3,0.0060727777890861034,0.036844395101070404,K3V4,64,hadamard_lm,hadamard,model.layers.13.self_attn,13,0.8989465236663818,0.20855563879013062,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.9248135089874268,0.1629461944103241,0.9248090386390686,0.1629469245672226,0.9886986017227173,0.022818233041713636,0.009106533601880074,0.4831951856613159,0.026087142527103424,0.07367875427007675,0.842968761920929,4,0.05327538773417473,o_proj_absorb,0.062112145125865936,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.14.self_attn,14,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,64,MXFP4 W4A4 linear fake quant plus HLM K4V4,2.2448084354400635,0.013076662085950375,13.799947738647461,4,0.006381646264344454,0.01492384821176529,K4V4,64,hadamard_lm,hadamard,model.layers.14.self_attn,14,0.9401059746742249,0.1188211515545845,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9552767276763916,0.09310396015644073,0.9552733302116394,0.09310293197631836,0.9904006520907084,0.01944336590046684,0.006999229080975056,0.2943611443042755,0.013076662085950375,0.039757028222084045,0.9003661870956421,4,0.04494922235608101,o_proj_absorb,0.05363645404577255,4
4,64,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,0.9528191089630127,0.007112837862223387,9.33936595916748,4,0.0035777331795543432,0.012132731266319752,K4V4,64,hadamard_lm,hadamard,model.layers.14.self_attn,14,0.9525235891342163,0.09270402044057846,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9667777419090271,0.06558077037334442,0.9667738676071167,0.0655810609459877,0.9931053717931112,0.013927614238734046,0.004256494343280792,0.16011296212673187,0.007112837862223387,0.021746542304754257,0.9076904058456421,4,0.033948615193367004,o_proj_absorb,0.04310332611203194,4
